name,zone,star,rating,rates,room,size,price,bed,guests,address,link
Hotel Erwin,Beach Cities,3.5,4.2,"1,250","Suite, 1 King Bed, Partial Ocean View",646,399,1 king bed,4,Pacific Avenue,https://www.expedia.com/Los-Angeles-Hotels-Hotel-Erwin.h531775.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=319.35&exp_ts=1492654428335&exp_curr=USD&exp_pg=HSR
Eldorado Inn & Suites - Pacific Coast Highway - Beach cities,Lomita,2.0,3.1,437,"Deluxe Room, 1 King Bed",300,89,1 king bed,2,Pacific Coast Hwy,https://www.expedia.com/Lomita-Hotels-Eldorado-Inn-Suites-Pacific-Coast-Highway-Beach-Cities.h2467649.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=89&exp_ts=1492654428335&exp_curr=USD&exp_pg=HSR
Eldorado Inn & Suites - Pacific Coast Highway - Beach cities,Lomita,2.0,3.1,437,"Deluxe Room, 2 Queen Beds",300,99,2 queen beds,4,Pacific Coast Hwy,https://www.expedia.com/Lomita-Hotels-Eldorado-Inn-Suites-Pacific-Coast-Highway-Beach-Cities.h2467649.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=89&exp_ts=1492654428335&exp_curr=USD&exp_pg=HSR
Eldorado Inn & Suites - Pacific Coast Highway - Beach cities,Lomita,2.0,3.1,437,"Deluxe Suite, 2 Queen Beds, Refrigerator & Microwave",291,125,2 queen beds,5,Pacific Coast Hwy,https://www.expedia.com/Lomita-Hotels-Eldorado-Inn-Suites-Pacific-Coast-Highway-Beach-Cities.h2467649.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=89&exp_ts=1492654428335&exp_curr=USD&exp_pg=HSR
Eldorado Inn & Suites - Pacific Coast Highway - Beach cities,Lomita,2.0,3.1,437,Park & Cruise Deluxe King,291,145,1 king bed,4,Pacific Coast Hwy,https://www.expedia.com/Lomita-Hotels-Eldorado-Inn-Suites-Pacific-Coast-Highway-Beach-Cities.h2467649.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=89&exp_ts=1492654428335&exp_curr=USD&exp_pg=HSR
Eldorado Inn & Suites - Pacific Coast Highway - Beach cities,Lomita,2.0,3.1,437,Park and Cruise Deluxe Queen,248,155,2 queen beds,5,Pacific Coast Hwy,https://www.expedia.com/Lomita-Hotels-Eldorado-Inn-Suites-Pacific-Coast-Highway-Beach-Cities.h2467649.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=89&exp_ts=1492654428335&exp_curr=USD&exp_pg=HSR
Hotel Amarano Burbank,Universal Studios,4.0,4.3,"1,264","Superior Room, 1 King Bed",300,289,1 king bed,4,N Pass Ave,https://www.expedia.com/Universal-Studios-Hotels-Hotel-Amarano-Burbank.h861709.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=289&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Hotel Amarano Burbank,Universal Studios,4.0,4.3,"1,264",Deluxe Double,350,309,2 double beds,4,N Pass Ave,https://www.expedia.com/Universal-Studios-Hotels-Hotel-Amarano-Burbank.h861709.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=289&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Hotel Amarano Burbank,Universal Studios,4.0,4.3,"1,264",Pool View,400,339,1 king bed,4,N Pass Ave,https://www.expedia.com/Universal-Studios-Hotels-Hotel-Amarano-Burbank.h861709.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=289&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Hotel Amarano Burbank,Universal Studios,4.0,4.3,"1,264","Standard Room, Balcony",398,359,1 bed,4,N Pass Ave,https://www.expedia.com/Universal-Studios-Hotels-Hotel-Amarano-Burbank.h861709.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=289&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Hotel Amarano Burbank,Universal Studios,4.0,4.3,"1,264",Premier Jr. Suite,475,359,1 king bed,4,N Pass Ave,https://www.expedia.com/Universal-Studios-Hotels-Hotel-Amarano-Burbank.h861709.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=289&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Kimpton Hotel Wilshire,Beverly Hills - West Hollywood,4.0,4.3,641,Deluxe Guest Room 1 King,280,320,1 king bed,2,Wilshire Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Kimpton-Hotel-Wilshire.h4488577.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=320&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Kimpton Hotel Wilshire,Beverly Hills - West Hollywood,4.0,4.3,641,"Premier Room, 1 King Bed, Patio",280,360,1 king bed,2,Wilshire Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Kimpton-Hotel-Wilshire.h4488577.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=320&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Kimpton Hotel Wilshire,Beverly Hills - West Hollywood,4.0,4.3,641,Mulholland Suite,450,425,2 queen and 1 sofa bed,5,Wilshire Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Kimpton-Hotel-Wilshire.h4488577.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=320&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
The Moment Hotel,Los Angeles,3.5,4.0,465,Deluxe Room,300,269,1 king bed,2,Sunset Boulevard,https://www.expedia.com/Los-Angeles-Hotels-The-Moment-Hotel.h1256922.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=269.48&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
The Moment Hotel,Los Angeles,3.5,4.0,465,"Deluxe Room, 2 Double Beds",280,269,2 double beds,4,Sunset Boulevard,https://www.expedia.com/Los-Angeles-Hotels-The-Moment-Hotel.h1256922.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=269.48&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - San Dimas,San Dimas,2.5,3.4,327,"Studio, 1 Queen Bed, Smoking",301,120,1 queen bed,2,W Bonita Ave,https://www.expedia.com/San-Dimas-Hotels-Extended-Stay-America-Los-Angeles-San-Dimas.h120266.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=119.99&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - San Dimas,San Dimas,2.5,3.4,327,"Studio, 2 Full Beds, Smoking",301,135,2 full beds,4,W Bonita Ave,https://www.expedia.com/San-Dimas-Hotels-Extended-Stay-America-Los-Angeles-San-Dimas.h120266.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=119.99&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Ontario Airport Hotel and Conference Center,Ontario,3.5,4.1,"1,112","Standard Room, 1 King Bed",450,109,1 king bed,2,N Haven Ave,https://www.expedia.com/Ontario-Hotels-Ontario-Airport-Hotel-And-Conference-Center.h8779.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=109.31&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Ontario Airport Hotel and Conference Center,Ontario,3.5,4.1,"1,112","Standard Room, 2 Double Beds",450,119,2 double beds,4,N Haven Ave,https://www.expedia.com/Ontario-Hotels-Ontario-Airport-Hotel-And-Conference-Center.h8779.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=109.31&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Ontario Airport Hotel and Conference Center,Ontario,3.5,4.1,"1,112","Standard Room, 2 Queen Beds",450,119,2 queen beds,4,N Haven Ave,https://www.expedia.com/Ontario-Hotels-Ontario-Airport-Hotel-And-Conference-Center.h8779.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=109.31&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Ontario Airport Hotel and Conference Center,Ontario,3.5,4.1,"1,112","Executive, One King Bed",450,139,1 king bed,2,N Haven Ave,https://www.expedia.com/Ontario-Hotels-Ontario-Airport-Hotel-And-Conference-Center.h8779.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=109.31&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Ontario Airport Hotel and Conference Center,Ontario,3.5,4.1,"1,112","Executive, Two Double Beds",450,149,2 double beds,5,N Haven Ave,https://www.expedia.com/Ontario-Hotels-Ontario-Airport-Hotel-And-Conference-Center.h8779.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=109.31&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Marina del Rey Hotel,Beach Cities,4.0,4.4,867,"Room, 1 King Bed, City View",350,295,1 king bed,3,Bali Way,https://www.expedia.com/Los-Angeles-Hotels-Marina-Del-Rey-Hotel.h9104.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=295.01&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Marina del Rey Hotel,Beach Cities,4.0,4.4,867,"Room, 1 King Bed, City View",350,305,1 king bed,3,Bali Way,https://www.expedia.com/Los-Angeles-Hotels-Marina-Del-Rey-Hotel.h9104.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=295.01&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Marina del Rey Hotel,Beach Cities,4.0,4.4,867,"Room, 2 Queen Beds, City View",350,295,2 queen beds,4,Bali Way,https://www.expedia.com/Los-Angeles-Hotels-Marina-Del-Rey-Hotel.h9104.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=295.01&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Marina del Rey Hotel,Beach Cities,4.0,4.4,867,"Room, 2 Queen Beds, City View",350,305,2 queen beds,4,Bali Way,https://www.expedia.com/Los-Angeles-Hotels-Marina-Del-Rey-Hotel.h9104.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=295.01&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Marina del Rey Hotel,Beach Cities,4.0,4.4,867,"Room, 2 Queen Beds, Marina View",350,315,2 queen beds,4,Bali Way,https://www.expedia.com/Los-Angeles-Hotels-Marina-Del-Rey-Hotel.h9104.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=295.01&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Marina del Rey Hotel,Beach Cities,4.0,4.4,867,"Room, 2 Queen Beds, Marina View",350,325,2 queen beds,4,Bali Way,https://www.expedia.com/Los-Angeles-Hotels-Marina-Del-Rey-Hotel.h9104.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=295.01&exp_ts=1492654428336&exp_curr=USD&exp_pg=HSR
Hollywood Inn Express South,Downtown Los Angeles,2.0,2.6,"1,957","Standard Room, 1 King Bed, Smoking",355,110,1 king bed,3,N Alvarado St.,https://www.expedia.com/Los-Angeles-Hotels-Hollywood-Inn-Express-South.h1180295.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=110.35&exp_ts=1492654428337&exp_curr=USD&exp_pg=HSR
Hollywood Inn Express South,Downtown Los Angeles,2.0,2.6,"1,957","Standard Room, 1 King Bed",355,110,1 king bed,2,N Alvarado St.,https://www.expedia.com/Los-Angeles-Hotels-Hollywood-Inn-Express-South.h1180295.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=110.35&exp_ts=1492654428337&exp_curr=USD&exp_pg=HSR
Hollywood Inn Express South,Downtown Los Angeles,2.0,2.6,"1,957","Standard Double Room, 2 Double Beds",355,130,2 double beds,4,N Alvarado St.,https://www.expedia.com/Los-Angeles-Hotels-Hollywood-Inn-Express-South.h1180295.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=110.35&exp_ts=1492654428337&exp_curr=USD&exp_pg=HSR
Hollywood Inn Express South,Downtown Los Angeles,2.0,2.6,"1,957",Standard Three Queens Non-Smoking,452,150,3 queen beds,6,N Alvarado St.,https://www.expedia.com/Los-Angeles-Hotels-Hollywood-Inn-Express-South.h1180295.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=110.35&exp_ts=1492654428337&exp_curr=USD&exp_pg=HSR
Travelodge Los Angeles Airport South,Los Angeles Intl. (LAX),2.0,3.1,"2,264","Standard Room, 1 Queen Bed",220,119,1 queen bed,2,E Sycamore Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Travelodge-Los-Angeles-Airport-South.h19832.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=119&exp_ts=1492654428337&exp_curr=USD&exp_pg=HSR
Travelodge Los Angeles Airport South,Los Angeles Intl. (LAX),2.0,3.1,"2,264","Standard Room, 1 King Bed",265,124,1 king bed,2,E Sycamore Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Travelodge-Los-Angeles-Airport-South.h19832.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=119&exp_ts=1492654428337&exp_curr=USD&exp_pg=HSR
Travelodge Los Angeles Airport South,Los Angeles Intl. (LAX),2.0,3.1,"2,264","Standard Room, 2 Queen Beds",265,129,2 queen beds,4,E Sycamore Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Travelodge-Los-Angeles-Airport-South.h19832.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=119&exp_ts=1492654428337&exp_curr=USD&exp_pg=HSR
Travelodge Los Angeles Airport South,Los Angeles Intl. (LAX),2.0,3.1,"2,264","Room, 1 King Bed, Accessible",265,129,1 king bed,2,E Sycamore Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Travelodge-Los-Angeles-Airport-South.h19832.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=119&exp_ts=1492654428337&exp_curr=USD&exp_pg=HSR
Travelodge Los Angeles Airport South,Los Angeles Intl. (LAX),2.0,3.1,"2,264","Efficiency, Standard Room, 1 Queen Bed, Smoking",28,134,1 queen bed,2,E Sycamore Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Travelodge-Los-Angeles-Airport-South.h19832.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=119&exp_ts=1492654428337&exp_curr=USD&exp_pg=HSR
Travelodge Los Angeles Airport South,Los Angeles Intl. (LAX),2.0,3.1,"2,264","Efficiency, Standard Room, 1 Queen Bed",28,134,1 queen bed,2,E Sycamore Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Travelodge-Los-Angeles-Airport-South.h19832.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=119&exp_ts=1492654428337&exp_curr=USD&exp_pg=HSR
Travelodge Los Angeles Airport South,Los Angeles Intl. (LAX),2.0,3.1,"2,264","Suite, 1 Queen Bed, Non Smoking, Hot Tub",260,169,1 queen bed,4,E Sycamore Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Travelodge-Los-Angeles-Airport-South.h19832.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654428114&vip=false&c=33de5c22-78ea-4caf-93f1-dea382ccf729&&exp_dp=119&exp_ts=1492654428337&exp_curr=USD&exp_pg=HSR
Coast Anabelle Hotel,Universal Studios,3.5,4.2,693,"Deluxe Room, 1 King Bed",398,229,1 king bed,2,W Olive Ave,https://www.expedia.com/Universal-Studios-Hotels-Coast-Anabelle-Hotel.h119182.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654634218&vip=false&c=ea2e29cf-7e25-4687-8081-e8994334235e&&exp_dp=229&exp_ts=1492654634896&exp_curr=USD&exp_pg=HSR
Coast Anabelle Hotel,Universal Studios,3.5,4.2,693,"Deluxe Room, 2 Queen Beds",398,229,2 queen beds,4,W Olive Ave,https://www.expedia.com/Universal-Studios-Hotels-Coast-Anabelle-Hotel.h119182.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654634218&vip=false&c=ea2e29cf-7e25-4687-8081-e8994334235e&&exp_dp=229&exp_ts=1492654634896&exp_curr=USD&exp_pg=HSR
Coast Anabelle Hotel,Universal Studios,3.5,4.2,693,"Superior Room, 1 King Bed",398,249,1 king bed,2,W Olive Ave,https://www.expedia.com/Universal-Studios-Hotels-Coast-Anabelle-Hotel.h119182.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654634218&vip=false&c=ea2e29cf-7e25-4687-8081-e8994334235e&&exp_dp=229&exp_ts=1492654634896&exp_curr=USD&exp_pg=HSR
Coast Anabelle Hotel,Universal Studios,3.5,4.2,693,"Junior Suite, 1 King Bed",452,269,1 king bed,2,W Olive Ave,https://www.expedia.com/Universal-Studios-Hotels-Coast-Anabelle-Hotel.h119182.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654634218&vip=false&c=ea2e29cf-7e25-4687-8081-e8994334235e&&exp_dp=229&exp_ts=1492654634896&exp_curr=USD&exp_pg=HSR
Coast Anabelle Hotel,Universal Studios,3.5,4.2,693,"Comfort Suite, 1 King Bed",452,289,1 king bed,2,W Olive Ave,https://www.expedia.com/Universal-Studios-Hotels-Coast-Anabelle-Hotel.h119182.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654634218&vip=false&c=ea2e29cf-7e25-4687-8081-e8994334235e&&exp_dp=229&exp_ts=1492654634896&exp_curr=USD&exp_pg=HSR
Coast Anabelle Hotel,Universal Studios,3.5,4.2,693,"Deluxe Studio Suite, 1 King Bed",603,309,1 king bed,4,W Olive Ave,https://www.expedia.com/Universal-Studios-Hotels-Coast-Anabelle-Hotel.h119182.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654634218&vip=false&c=ea2e29cf-7e25-4687-8081-e8994334235e&&exp_dp=229&exp_ts=1492654634896&exp_curr=USD&exp_pg=HSR
