name,zone,star,rating,rates,checkin,checkout,room,size,price,bed,guests,address,link
Sheraton Agoura Hills Hotel,Agoura Hills,3.5,4.2,"1,041",04/21/2017,04/22/2017,"Traditional Room, 2 Double Beds",312,159,2 full beds,4,Agoura Rd,https://www.expedia.com/Agoura-Hills-Hotels-Sheraton-Agoura-Hills-Hotel.h22940.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=149&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Agoura Hills Hotel,Agoura Hills,3.5,4.2,"1,041",04/21/2017,04/22/2017,"Traditional Room, 1 King Bed",312,149,1 king bed,3,Agoura Rd,https://www.expedia.com/Agoura-Hills-Hotels-Sheraton-Agoura-Hills-Hotel.h22940.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=149&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Agoura Hills Hotel,Agoura Hills,3.5,4.2,"1,041",04/21/2017,04/22/2017,"Traditional Room, 1 King Bed",312,159,1 king bed,3,Agoura Rd,https://www.expedia.com/Agoura-Hills-Hotels-Sheraton-Agoura-Hills-Hotel.h22940.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=149&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Agoura Hills Hotel,Agoura Hills,3.5,4.2,"1,041",04/21/2017,04/22/2017,"Traditional Room, 1 King Bed",312,159,1 king bed,3,Agoura Rd,https://www.expedia.com/Agoura-Hills-Hotels-Sheraton-Agoura-Hills-Hotel.h22940.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=149&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Agoura Hills Hotel,Agoura Hills,3.5,4.2,"1,041",04/21/2017,04/22/2017,"Club Floor, 2 Double Beds, Business Lounge Access",312,179,2 full beds,4,Agoura Rd,https://www.expedia.com/Agoura-Hills-Hotels-Sheraton-Agoura-Hills-Hotel.h22940.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=149&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Agoura Hills Hotel,Agoura Hills,3.5,4.2,"1,041",04/21/2017,04/22/2017,"Club Floor, 2 Double Beds, Business Lounge Access",312,189,2 full beds,4,Agoura Rd,https://www.expedia.com/Agoura-Hills-Hotels-Sheraton-Agoura-Hills-Hotel.h22940.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=149&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Agoura Hills Hotel,Agoura Hills,3.5,4.2,"1,041",04/21/2017,04/22/2017,"Club Floor, 2 Double Beds, Business Lounge Access",312,189,2 full beds,4,Agoura Rd,https://www.expedia.com/Agoura-Hills-Hotels-Sheraton-Agoura-Hills-Hotel.h22940.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=149&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Agoura Hills Hotel,Agoura Hills,3.5,4.2,"1,041",04/21/2017,04/22/2017,"Club Floor, 1 King Bed, Business Lounge Access",312,179,1 king bed,3,Agoura Rd,https://www.expedia.com/Agoura-Hills-Hotels-Sheraton-Agoura-Hills-Hotel.h22940.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=149&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Agoura Hills Hotel,Agoura Hills,3.5,4.2,"1,041",04/21/2017,04/22/2017,"Club Floor, 1 King Bed, Business Lounge Access",312,189,1 king bed,3,Agoura Rd,https://www.expedia.com/Agoura-Hills-Hotels-Sheraton-Agoura-Hills-Hotel.h22940.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=149&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Agoura Hills Hotel,Agoura Hills,3.5,4.2,"1,041",04/21/2017,04/22/2017,"Club Floor, 1 King Bed, Business Lounge Access",312,189,1 king bed,3,Agoura Rd,https://www.expedia.com/Agoura-Hills-Hotels-Sheraton-Agoura-Hills-Hotel.h22940.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=149&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Garden Inn & Suites,Glendora,2.0,3.7,222,04/21/2017,04/22/2017,"Deluxe, One King Bed, Non-Smoking",355,98,1 king bed,3,W Route 66,https://www.expedia.com/Glendora-Hotels-Garden-Inn-Suites.h24972.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=98.1&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Garden Inn & Suites,Glendora,2.0,3.7,222,04/21/2017,04/22/2017,"Suite, One King Bed, Non-Smoking",431,104,1 king bed,3,W Route 66,https://www.expedia.com/Glendora-Hotels-Garden-Inn-Suites.h24972.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=98.1&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Garden Inn & Suites,Glendora,2.0,3.7,222,04/21/2017,04/22/2017,"Deluxe, Two Queen Beds, Non-Smoking",431,107,2 queen beds,5,W Route 66,https://www.expedia.com/Glendora-Hotels-Garden-Inn-Suites.h24972.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=98.1&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,"Traditional Room, 1 King Bed",325,159,1 king bed,3,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,"Traditional Room, 1 King Bed",325,169,1 king bed,3,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,"Traditional Room, 1 King Bed",325,169,1 king bed,3,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,"Traditional Room, 2 Double Beds",325,169,2 double beds,4,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,"Traditional Room, 2 Double Beds",325,179,2 double beds,4,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,"Traditional Room, 2 Double Beds",325,179,2 double beds,4,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,"Pure, Room, Accessible",325,189,1 king bed,3,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,"Deluxe Room, 1 King Bed",325,189,1 king bed,3,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,"Deluxe Room, 1 King Bed",325,199,1 king bed,3,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,"Pure, Room, 1 King Bed",325,189,1 king bed,3,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,"Deluxe Room, 2 Double Beds",325,199,2 double beds,4,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,"Deluxe Room, 2 Double Beds",325,209,2 double beds,4,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,Junior Suite,570,199,1 king bed,3,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,Junior Suite,570,209,1 king bed,3,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,Junior Suite,570,219,1 king bed,3,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
Sheraton Cerritos Hotel,Cerritos,3.5,4.2,976,04/21/2017,04/22/2017,"Pure, Room, 2 Double Beds",325,199,2 double beds,4,Center Court Dr S,https://www.expedia.com/Cerritos-Hotels-Sheraton-Cerritos-Hotel.h1055.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706412072&vip=false&c=8a3a5c17-fe38-4fb0-9f61-4b4140aba450&&exp_dp=159&exp_ts=1492706422695&exp_curr=USD&exp_pg=HSR
The Westin Long Beach,Long Beach,4.0,4.2,"1,178",04/21/2017,04/22/2017,Traditional Room,269,179,1 king bed or 2 double beds,4,E Ocean Blvd,https://www.expedia.com/Long-Beach-Hotels-The-Westin-Long-Beach.h4117.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=179.1&exp_ts=1492706594856&exp_curr=USD&exp_pg=HSR
The Westin Long Beach,Long Beach,4.0,4.2,"1,178",04/21/2017,04/22/2017,Traditional Room,269,188,1 king bed or 2 double beds,4,E Ocean Blvd,https://www.expedia.com/Long-Beach-Hotels-The-Westin-Long-Beach.h4117.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=179.1&exp_ts=1492706594856&exp_curr=USD&exp_pg=HSR
The Westin Long Beach,Long Beach,4.0,4.2,"1,178",04/21/2017,04/22/2017,Traditional Room,269,188,1 king bed or 2 double beds,4,E Ocean Blvd,https://www.expedia.com/Long-Beach-Hotels-The-Westin-Long-Beach.h4117.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=179.1&exp_ts=1492706594856&exp_curr=USD&exp_pg=HSR
The Westin Long Beach,Long Beach,4.0,4.2,"1,178",04/21/2017,04/22/2017,Deluxe Room,269,188,1 king bed or 2 double beds,4,E Ocean Blvd,https://www.expedia.com/Long-Beach-Hotels-The-Westin-Long-Beach.h4117.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=179.1&exp_ts=1492706594856&exp_curr=USD&exp_pg=HSR
The Westin Long Beach,Long Beach,4.0,4.2,"1,178",04/21/2017,04/22/2017,Deluxe Room,269,197,1 king bed or 2 double beds,4,E Ocean Blvd,https://www.expedia.com/Long-Beach-Hotels-The-Westin-Long-Beach.h4117.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=179.1&exp_ts=1492706594856&exp_curr=USD&exp_pg=HSR
The Westin Long Beach,Long Beach,4.0,4.2,"1,178",04/21/2017,04/22/2017,Deluxe Room,269,197,1 king bed or 2 double beds,4,E Ocean Blvd,https://www.expedia.com/Long-Beach-Hotels-The-Westin-Long-Beach.h4117.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=179.1&exp_ts=1492706594856&exp_curr=USD&exp_pg=HSR
Ayres Hotel Ontario at the Mills Mall,Ontario,3.5,4.2,622,04/21/2017,04/22/2017,Executive Room,388,149,1 king and 1 sofa bed,4,Ontario Mills Pkwy,https://www.expedia.com/Ontario-Hotels-Ayres-Hotel-Ontario-At-The-Mills-Mall.h966091.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=149&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
Ayres Hotel Ontario at the Mills Mall,Ontario,3.5,4.2,622,04/21/2017,04/22/2017,Executive Room,388,149,1 king and 1 sofa bed,4,Ontario Mills Pkwy,https://www.expedia.com/Ontario-Hotels-Ayres-Hotel-Ontario-At-The-Mills-Mall.h966091.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=149&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,"Superior Room, 2 Double Beds",402,379,2 double beds,4,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,"Superior Room, 2 Double Beds",402,429,2 double beds,4,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,"Superior Room, 2 Double Beds",402,429,2 double beds,4,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,"Superior Room, 1 King Bed",402,379,1 king bed,2,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,"Superior Room, 1 King Bed",402,429,1 king bed,2,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,"Superior Room, 1 King Bed",402,429,1 king bed,2,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,"Premier Room, 2 Double Beds",402,389,2 double beds,4,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
